house_name,is_available,deposit,max_price,min_price,currency,price_duration,district,locality,route,postal_code,street_number,total_features,features,max_area,min_area,area_unit,owner_emails,owner_phones,url
Bowline,False,99,210,140,pound,weekly,Merseyside,Liverpool,Benson Street,L1 2ST,18,4,laundry_facility/study_area/bills_included/not_available,None,None,sqft,salesenquiries@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 344 3787,https://amberstudent.com/places/bowline-2012058174587
"Vita Student The Chapel, Liverpool",False,None,379,149,pound,weekly,Merseyside,Liverpool,Crosshall Street,L1 6DQ,5-7,4,laundry_facility/study_area/bills_included/not_available,33,15,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-the-chapel-liverpool-2007116123029
"Fontenoy Apartments, Liverpool",False,None,209,155,pound,weekly,Merseyside,Liverpool,Fontenoy Street,L3 2AL,15,4,study_area/laundry_facility/bills_included/not_available,33,16,sqft,fontenoy@prestigestudentliving.com,+44 0333 344 3787,https://amberstudent.com/places/fontenoy-apartments-liverpool-1807316740708
"Vita Student Crosshall Street, Liverpool",False,None,282,161,pound,weekly,Merseyside,Liverpool,Crosshall Street,L1 6DQ,5-7,4,study_area/laundry_facility/bills_included/not_available,28,15,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-crosshall-street-liverpool-1608304728969
"Vita Student The Tinlings, Liverpool",False,None,397,164,pound,weekly,Merseyside,Liverpool,Crosshall Street,L1 6DQ,5-7,4,study_area/laundry_facility/bills_included/not_available,33,15,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-the-tinlings-liverpool-2106189370710
"Windsor Court, Liverpool",False,99,199,169,pound,weekly,Merseyside,Liverpool,London Road,L3 5NL,128,4,Car Parking/COVID-19 Cancellation Policy/Flexible Tenancy/not_available,None,None,sqft,WindsorCourt@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 920 8224/+4401513292734,https://amberstudent.com/places/windsor-court-liverpool-1608300118755
"Eden Square, Liverpool",False,100,200,170,pound,weekly,Merseyside,Liverpool,Hatton Garden,L3 2FE,7,4,laundry_facility/cycle storage/study_area/not_available,71,41,sqft,info@downingstudents.com,+44 0151 707 2666,https://amberstudent.com/places/eden-square-liverpool-2108199471114
Hill View Place,True,99,295,175,pound,weekly,Devon,Exeter,Glenthorne Road,EX4 4QU,1,3,laundry_facility/game_room/bills_included,None,None,sqft,salesenquiries@prestigestudentliving.com/hillviewplace@prestigestudentliving.com,+44 0333 344 3787,https://amberstudent.com/places/hill-view-place-2201118354217
"The Depot, Exeter",True,100,345,155,pound,weekly,Devon,Exeter,Bampfylde Street,EX1 2FW,None,3,gym/laundry_facility/bills_included,48,12,sqft,Louisa.Holmes@thisisfresh.com/depotexeter@thisisfresh.com,+44 01392 575476,https://amberstudent.com/places/the-depot-exeter-1812147336651
"The Kingfisher, Exeter",True,100,266,255,pound,weekly,Devon,Exeter,Western Way,EX1 2FJ,None,3,Games Room/On-Site Laundry/Bills Included,24,18,sqft,info@downingstudents.com/Kingfisher@downingstudents.com,+44 151 707 2666/+44 (0) 139 243 3930,https://amberstudent.com/places/the-kingfisher-exeter-1608300109394
The Northfield,True,300,285,195,pound,weekly,Devon,Exeter,New North Road,EX4 4FB,None,3,laundry_facility/study_area/bills_included,17,14,sqft,northfield@host-students.com,+44 (0)139 221 3566,https://amberstudent.com/places/the-northfield-2104225462972
"Vita Student, Exeter",True,None,385,294,pound,weekly,Devon,Exeter,Longbrook Street,EX4 6AB,None,2,complimentary breakfast/free personal training and gym,28,17,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-exeter-1803316546677
Northernhay House,False,300,259,155,pound,weekly,Devon,Exeter,Northernhay Place,EX4 3RY,None,4,laundry_facility/Car parking/bills_included/not_available,None,None,sqft,northernhay@host-students.com,+44 (0)1392 433 493,https://amberstudent.com/places/northernhay-house-1904205371010
The City Arcade ,False,100,189,169,pound,weekly,Devon,Exeter,John Street,EX1 1BL,None,4,Secure bike storage/On-site maintenance/laundry_facility/not_available,12,11,sqft,TheCityArcade@crm-students.com,+44 01392 231 052,https://amberstudent.com/places/the-city-arcade-2012150648883
Exeter Trust House,False,300,235,170,pound,weekly,Devon,Exeter,Salem Place,EX4 6TW,None,4,Games area/laundry_facility/bills_included/not_available,None,None,sqft,trusthouse@host-students.com,+44 (0)1392 259 721,https://amberstudent.com/places/exeter-trust-house-1904207313971
"Study inn Walnut Gardens, Exeter ",False,None,276,187,pound,weekly,Devon,Exeter,Saint Davids Hill,EX4,None,4,study_area/laundry_facility/bills_included/not_available,None,None,sqft,contact@studyinn.com,+44 (0) 2476 239 349,https://amberstudent.com/places/study-inn-walnut-gardens-exeter-2011064818889
"Renslade House, Exeter",False,None,226,192,pound,weekly,Devon,Exeter,Bonhay Road,EX4 3AY,None,4,Laundry On-Site/Flexible Tenancy/bills_included/not_available,20,17,sqft,salesenquiries@prestigestudentliving.com,+44 0333 344 3787,https://amberstudent.com/places/renslade-house-exeter-1812089499535
"Cricket Field Court, Exeter",False,None,268,195,pound,weekly,Devon,Exeter,Prince of Wales Road,EX4 4FU,None,4,laundry_facility/bills_included/cycle store/not_available,21,13,sqft,cricketfieldcourt@thisisfresh.com/Elliott.Adair@thisisfresh.com,+44 01392 797 517,https://amberstudent.com/places/cricket-field-court-exeter-1608300988965
Iron Bridge Studios,False,99,228,196,pound,weekly,Devon,Exeter,Lower North Street,EX4 3EU,None,4,On Site Maintenance/laundry_facility/bills_included/not_available,23,18,sqft,salesenquiries@wearehomesforstudents.com/ironbridge@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 344 2829/+4401392691266,https://amberstudent.com/places/iron-bridge-studios-2003118722066
Blockyard Apartments,False,250,None,None,pound,weekly,Devon,Exeter,Lower Albert Street,EX1 2FS,None,4,laundry_facility/Bike Storage/CCTV/not_available,None,None,sqft,enquiries@almerostudent.com,+44 0800 008 6525/+44 07511404193,https://amberstudent.com/places/blockyard-apartments-2010067087006
"Upper Quay House, Gloucester",False,250,None,None,pound,weekly,Gloucestershire,Gloucester,Quay Street,GL1 2JD,None,4,Laundry room/Wifi/bills_included/not_available,None,None,sqft,upperquayhouse@collegiate-ac.com/nbrentley@collegiate-ac.com,+44 (0) 1452 431 050,https://amberstudent.com/places/upper-quay-house-gloucester-2008116537360
"Shaftesbury Hall, Cheltenham",False,250,None,None,pound,weekly,Gloucestershire,Cheltenham,Clarke Way,GL50 4AX,None,4,Wi-Fi/laundry_facility/bills_included/not_available,None,None,sqft,shaftesburyhall@collegiate-ac.com/nbrentley@collegiate-ac.com,44 (0) 7713 477 209/+44 (0) 1242 562 155,https://amberstudent.com/places/shaftesbury-hall-cheltenham-2008118858156
"Guilden Village, Stoke Park ",True,99,340,174,pound,weekly,Surrey,Guildford,Lido Road,GU1 1FQ,None,3,study_area/gym/game areas,None,None,sqft,salesenquiries@wearehomesforstudents.com/guildenvillage@prestigestudentliving.com,+44 0330 311 4325/+4401483802889,https://amberstudent.com/places/guilden-village-stoke-park-2012113793658
Bankside Student Living,True,150,360,180,pound,weekly,Surrey,Guildford,Walnut Tree Close,GU1,None,4,gym/laundry_facility/game_room/bills_included,28,13,sqft,Bankside@crm-students.com,+44 01483 569485,https://amberstudent.com/places/bankside-student-living-2101024541679
Scape GuildFord,True,None,395,190,pound,weekly,Surrey,Guildford,None,GU1 4BJ,None,3,laundry_facility/cinema/bills_included,None,None,sqft,Preferences.uk@scape.com/bookings.uk@scape.com,+44(0)203 934 5297/+44 (0) 20 45718133,https://amberstudent.com/places/scape-guildford-2010061389692
"Riverside House, Guildford",True,150,451,267,pound,weekly,Surrey,Guildford,Walnut Tree Close,GU1,None,3,laundry_facility/gym/cinema,28,19,sqft,yourspace@unilife.co.uk,+44 (0)845 5195 100,https://amberstudent.com/places/riverside-house-guildford-1608307278252
"IQ The Pad, Egham",True,175,339,223,pound,weekly,Surrey,Egham,Egham Hill,TW20 0ER,71,3,bills_included/cinema/study_area,23,13,sqft,thepad@iqstudentaccommodation.com,+44 01784800318,https://amberstudent.com/places/iq-the-pad-egham-1709203520978
"The Garage, Egham",True,150,250,233,pound,weekly,Surrey,Egham,Harvest Road,TW20 0QR,98,4,On-site maintenance/On-site parking/On-site vending machines/laundry_facility,14,12,sqft,TheGarage@crm-students.com,+44 0333 188 1116,https://amberstudent.com/places/the-garage-egham-2012077421196
IQ Podium,True,175,360,237,pound,weekly,Surrey,Egham,Egham Hill,TW20 0ER,71,4,study_area/gym/bills_included/laundry_facility,50,14,sqft,podium@iqstudentaccommodation.com,+44 01784800318,https://amberstudent.com/places/iq-podium-2109134217957
Straits Garden,True,99,375,269,pound,weekly,Surrey,Egham,High Street,TW20 9DP,None,3,laundry_facility/gym/bills_included,25,14,sqft,salesenquiries@prestigestudentliving.com/straitsgarden@wearehomesforstudent.com,+440333 344 3787,https://amberstudent.com/places/straits-garden-2201170598057
"The Bridge, Guildford ",False,None,238,165,pound,weekly,Surrey,Guildford,Bridge Street,GU1 4SB,None,4,laundry_facility/bills_included/game_room/not_available,None,None,sqft,salesenquiries@essentialstudentliving.com,+44 0330 057 4431,https://amberstudent.com/places/the-bridge-guildford-2111238910171
"IQ Arkwright House, Bradford",True,50,187,92,pound,weekly,West Yorkshire,Bradford,Tumbling Hill Street,BD7 1DB,16,3,study_area/laundry_facility/bills_included,20,13,sqft,simon.jordison@iqstudent.com/arkwrighthouse@iqstudentaccommodation.com,+4401274 350 619,https://amberstudent.com/places/iq-arkwright-house-bradford-1811232809194
Storthes Hall Park,True,100,165,85,pound,weekly,West Yorkshire,Huddersfield,Storthes Hall Lane,HD8 0WA,None,4,laundry_facility/gym/cinema/game_room,None,None,sqft,huddersfield@digstudent.co.uk,+441484 472 738,https://amberstudent.com/places/storthes-hall-park-1801258125162
"Saw Mill, Huddersfield",True,100,191,109,pound,weekly,West Yorkshire,Huddersfield,King's Mill Lane,HD1 3AN,None,4,bills_included/game_area/Cycle storage/Meeting room,30,12,sqft,sawmill@capitolstudents.com,+4403303 410627,https://amberstudent.com/places/saw-mill-huddersfield-1710247845638
"Horton House, Bradford",True,None,145,80,pound,weekly,West Yorkshire,Bradford,Great Horton Road,BD7 1QG,135,3,Bike Storage/laundry_facility/Washing Machine,None,None,sqft,bookings@cloudstudenthomes.co.uk,+4401274031901/+440330 053 5701,https://amberstudent.com/places/horton-house-bradford-1907091396145
"The Green Village, Bradford",True,None,112,75,pound,weekly,West Yorkshire,Bradford,None,BD7 1BD,None,3,Bike Storage/laundry_facility/bills_included,None,None,sqft,salesenquiries@wearehomesforstudents.com/thegreen@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 414 9498/+4401274062390,https://amberstudent.com/places/the-green-village-bradford-1911209517229
"Snow Island, Huddersfield",True,100,124,98,pound,weekly,West Yorkshire,Huddersfield,King's Mill Lane,HD1 3AW,None,4,study_area/bills_included/game_area/Cycle storage,21,13,sqft,snowisland@capitolstudents.com,+4403303 410628,https://amberstudent.com/places/snow-island-huddersfield-1710243690297
"Townhouses At The Green, Bradford ",True,None,119,79,pound,weekly,West Yorkshire,Bradford,None,BD7 1BD,None,3,laundry_facility/24h Security/parking,None,None,sqft,salesenquiries@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440330 127 6765,https://amberstudent.com/places/townhouses-at-the-green-bradford-1911254152216
"IQ Castings, Huddersfield",True,100,212,107,pound,weekly,West Yorkshire,Huddersfield,King's Bridge Road,HD1 3DG,None,3,laundry_facility/game_room/bills_included,23,19,sqft,Chris.McHugh@iqstudent.com/castings@iqstudentaccommodation.com,+4401484 271 510,https://amberstudent.com/places/iq-castings-huddersfield-1811245631126
"IQ Little Aspley House, Huddersfield",True,75,187,87,pound,weekly,West Yorkshire,Huddersfield,Firth Street,HD1 3BN,88,4,laundry_facility/gym/bills_included/bicycle storage,None,None,sqft,littleaspleyhouse@iqstudentaccommodation.com,+44  01484 818 269,https://amberstudent.com/places/iq-little-aspley-house-huddersfield-1901287474677
"Firth Point, Huddersfield",True,100,97,91,pound,weekly,West Yorkshire,Huddersfield,Firth Street,HD1 3BQ,100,3,Cycle storage/Common area/bills_included,14,13,sqft,firthpoint@capitolstudents.com,+4403303 410629,https://amberstudent.com/places/firth-point-huddersfield-1710243094715
"IQ Aspley House, Huddersfield",True,75,206,104,pound,weekly,West Yorkshire,Huddersfield,Firth Street,HD1 3BX,24,3,24/7 staff presence/laundry_facility/bills_included,None,None,sqft,Chris.McHugh@iqstudent.com/aspleyhouse@iqstudentaccommodation.com,+440203 595 3247/+4401484 818955,https://amberstudent.com/places/iq-aspley-house-huddersfield-1811264774065
" Longside House, Bradford ",False,None,145,67,pound,weekly,West Yorkshire,Bradford,Longside Lane,BD7 1SA,None,4,Common Room/Bike Storage/laundry_facility/not_available,None,None,sqft,bookings@cloudstudenthomes.co.uk,+44 0330 053 5701,https://amberstudent.com/places/longside-house-bradford-1907093898750
The Old Chapel,False,150,79,65,pound,weekly,West Yorkshire,Huddersfield,Cross Lane,HD4 6DL,22a,4,Parking/bills_included/game_room/not_available,None,None,sqft,Sh@cloudstudenthomes.co.uk/bookings@cloudstudenthomes.co.uk,+44 0330 053 5701/+4401484508897,https://amberstudent.com/places/the-old-chapel-2107296760859
Kexgill Tower,False,350,152,99,pound,weekly,West Yorkshire,Bradford,Longside Lane,BD7,None,3,BBQ/Social Space/not_available,None,None,sqft,bradford@kexgill.com,+44 01274 734 900,https://amberstudent.com/places/kexgill-tower-1805030393721
Oxley Residence,False,100,119,79,pound,weekly,West Yorkshire,Leeds,Weetwood Court,LS16 5QU,37,3,laundry_facility/bills_included/not_available,13,10,sqft,leeds@alliedstudents.net,+44 07502 061392,https://amberstudent.com/places/oxley-residence-2201173259776
"Luna, Hatfield",True,150,259,195,pound,weekly,Hertfordshire,Hatfield,Saint Albans Road West,AL10 9RH,None,3,laundry_facility/gym/bills_included,23,12,sqft,Luna@crm-students.com,+4401707 470 171/+44 01707 470 173,https://amberstudent.com/places/luna-hatfield-1905073461300
"IQ Highbury, London",True,200,378,263,pound,weekly,Greater London,London,Isledon Road,N7 7JR,201,4,new/study_area/laundry_facility/bills_included,23,12,sqft,Joanna.Wolf@iqstudent.com/highbury@iqstudentaccommodation.com,+44 0208 912 5010,https://amberstudent.com/places/iq-highbury-london-1811163333778
"Londonist Finsbury House, London",True,250,419,309,pound,weekly,Greater London,London,Green Lanes,N4 2ES,323,3,Laundry/WiFi/bills_included,26,10,sqft,sales@londonist.co.uk,+44 20 7287 1912,https://amberstudent.com/places/londonist-finsbury-house-london-2003139228332
"Fitzroy & Wenlock Courts, Luton ",False,200,199,131,pound,weekly,Luton,Luton,Vicarage Street,LU1 3FA,None,4,gym/laundry_facility/bills/not_available,None,None,sqft,contact@campuslivingvillages.co.uk,+44161 850 6664,https://amberstudent.com/places/fitzroy-wenlock-courts-luton-1807151895941
"Wood Green Hall, Wood Green",False,None,174,152,pound,weekly,Greater London,London,Brabant Road,N22 6UZ,None,3,Bike storage/laundry_facility/not_available,None,None,sqft,wood.green@optivo.org.uk,+44 020 803 60061,https://amberstudent.com/places/wood-green-hall-wood-green-2205119091988
The Stay Club Colindale,False,654,450,237,pound,weekly,Greater London,London,Charcot Road,NW9 5WU,16-18,4,laundry_facility/cinema/Classroom/not_available,None,None,sqft,info@thestayclub.com,+44 020 7267 7774/+44 7513798803,https://amberstudent.com/places/the-stay-club-colindale-1806143028806
"North Lodge, London",False,250,199,195,pound,weekly,Greater London,London,Lebus Street,N17 9FQ,None,3,Bike Storage/laundry_facility/not_available,15,13,sqft,InternationalBooking2@unitestudents.com,+4402088015206,https://amberstudent.com/places/north-lodge-london-1710102555905
"Station Court, London",False,250,None,None,pound,weekly,Greater London,London,Page Green Terrace,N15 4NU,158,4,laundry_facility/bills_included/study_area/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399/+4402088855903,https://amberstudent.com/places/station-court-london-1710103730729
"Emily Bowes Court, London",False,250,315,204,pound,weekly,Greater London,London,Lebus Street,N17 9FD,None,4,laundry_facility/bills_included/bike storage/not_available,35,13,sqft,InternationalBooking2@unitestudents.com,+44 203 9298 908/+44 0300 303 8642,https://amberstudent.com/places/emily-bowes-court-london-1710110276271
"Mannequin House, London",False,250,349,199,pound,weekly,Greater London,London,Blackhorse Lane,E17 6DS,5,4,game_room/laundry_facility/bills_included/not_available,45,13,sqft,mannequin.house@studentroost.co.uk,+4420 3763 1973,https://amberstudent.com/places/mannequin-house-london-1706057856013
"Londonist North Lodge, London",False,None,271,242,pound,weekly,Greater London,London,Lebus Street,N17 9FQ,None,4,Double Bed/All Linen/laundry_facility/not_available,15,13,sqft,book@londonist.co.uk,+44 20 7287 1912,https://amberstudent.com/places/londonist-north-lodge-london-2207040441884
